latitude,longitude
11.25399649,124.746446
11.25457585,124.7460705
11.25516057,124.7457218
11.25577748,124.7453356
11.25638902,124.7449547
11.2570864,124.7445524
11.25771403,124.7442144
11.25836313,124.7438496
11.25897467,124.7435117
11.25960231,124.7431523
11.26019776,124.7428304
11.26082003,124.742471
11.2614423,124.7421169
11.26207531,124.7417468
11.26269221,124.7414088
11.26338959,124.7410172
11.26401722,124.7406739
11.26461804,124.7403306
11.26524568,124.7399551
11.26589477,124.739601
11.26650631,124.7392577
11.26712322,124.7388822
11.2677294,124.7385335
11.26834095,124.7382063
11.26895249,124.7378576
11.26960158,124.7375035
11.2702024,124.7371656
11.27084076,124.7368598
11.27137184,124.7363824
11.27185464,124.7358835
11.27237499,124.7353953
11.27293289,124.7348374
11.27342105,124.7343063
11.27393067,124.7337537
11.27441347,124.7332388
11.27494991,124.7326326
11.27545953,124.7321177
11.27596915,124.7315651
11.27646267,124.7310716
11.27702594,124.7305405
11.27754092,124.7300577
11.27808273,124.7295266
11.27858162,124.729017
11.27910733,124.7284806
11.2795794,124.7279549
11.28007829,124.7274506
11.28060401,124.7268873
11.2811029,124.726367
11.28161252,124.7257984
11.2820363,124.7251815
11.28245473,124.7245753
11.28288925,124.7239316
11.28333986,124.723202
11.2837261,124.7225475
11.28408551,124.7219253
11.28448248,124.7212547
11.2848419,124.7206056
11.28524959,124.7198921
11.28560901,124.7192752
11.28600061,124.7185725
11.28633857,124.7179663
11.28669798,124.7172368
11.28702521,124.7166145
11.28738999,124.7158903
11.28771186,124.7151983
11.28806055,124.7145438
11.28836095,124.7139269
11.28866136,124.7132778
11.28898859,124.7126341
11.28932118,124.7120064
11.28962696,124.7113574
11.29001319,124.7106171
11.29037261,124.7099733
11.2907052,124.7093564
11.29104853,124.7087181
11.29138649,124.7080797
11.29171908,124.7074628
11.29205167,124.7068512
11.29242182,124.70617
11.29279196,124.7054887
11.29311919,124.7048396
11.29345715,124.704212
11.29378974,124.7035789
11.29412234,124.7029084
11.2944442,124.70227
11.29471779,124.7015512
11.2950182,124.7008806
11.29530251,124.7002047
11.29554927,124.6995449
11.29582822,124.6988529
11.29609644,124.6982092
11.29638612,124.6975064
11.29667044,124.6968251
11.29693329,124.6961653
11.29723907,124.6954948
